Time,User,Event Type,Project
2026-01-13 20:17:00,diana@acme.com,USER_LOGOUT,
2026-01-13 20:07:00,frank@acme.com,USER_LOGOUT,
2026-01-13 18:21:00,alice@acme.com,USER_LOGOUT,
2026-01-13 17:47:00,eve@acme.com,USER_LOGOUT,
2026-01-13 16:47:00,alice@acme.com,FINDING_STATUS_CHANGED,Mybinary
2026-01-13 13:11:23,diana@acme.com,SCAN_COMPLETED,WebGoat
2026-01-13 13:08:02,diana@acme.com,SCAN_STARTED,WebGoat
2026-01-13 10:44:00,eve@acme.com,USER_LOGIN,
2026-01-13 09:48:00,bob@acme.com,USER_LOGIN,
2026-01-13 08:53:00,diana@acme.com,USER_LOGIN,
2026-01-13 08:38:00,frank@acme.com,USER_LOGIN,
2026-01-13 08:28:00,bob@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-13 08:04:00,alice@acme.com,USER_LOGIN,
2026-01-13 07:52:00,bob@acme.com,FINDING_STATUS_CHANGED,WebGoat
2026-01-13 07:23:25,eve@acme.com,SCAN_ERROR,spring-framework
2026-01-13 07:17:10,eve@acme.com,SCAN_STARTED,spring-framework
2026-01-13 06:02:16,bob@acme.com,SCAN_COMPLETED,guava
2026-01-13 05:56:26,bob@acme.com,SCAN_STARTED,guava
2026-01-13 02:56:44,diana@acme.com,SCAN_COMPLETED,spring-framework
2026-01-13 02:56:44,diana@acme.com,SCAN_STARTED,spring-framework
2026-01-12 20:33:00,frank@acme.com,SCAN_COMPLETED,Mailtest
2026-01-12 20:33:00,frank@acme.com,SCAN_STARTED,Mailtest
2026-01-12 20:28:00,frank@acme.com,USER_LOGOUT,
2026-01-12 20:25:11,bob@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-12 20:18:00,diana@acme.com,USER_LOGOUT,
2026-01-12 20:16:10,bob@acme.com,SCAN_STARTED,elasticsearch
2026-01-12 19:43:00,charlie@acme.com,USER_LOGOUT,
2026-01-12 18:00:00,bob@acme.com,USER_LOGOUT,
2026-01-12 17:57:00,alice@acme.com,USER_LOGOUT,
2026-01-12 10:43:00,bob@acme.com,USER_LOGIN,
2026-01-12 10:43:00,frank@acme.com,USER_LOGIN,
2026-01-12 10:38:00,charlie@acme.com,USER_LOGIN,
2026-01-12 10:14:00,diana@acme.com,USER_LOGIN,
2026-01-12 10:12:00,alice@acme.com,USER_LOGIN,
2026-01-12 06:45:21,bob@acme.com,SCAN_STARTED,guava
2026-01-12 06:45:21,bob@acme.com,SCAN_COMPLETED,guava
2026-01-12 06:10:00,alice@acme.com,FINDING_STATUS_CHANGED,elasticsearch
2026-01-12 04:16:07,eve@acme.com,SCAN_COMPLETED,nifi
2026-01-12 04:16:07,eve@acme.com,SCAN_STARTED,nifi
2026-01-12 02:18:00,bob@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-12 01:09:10,diana@acme.com,SCAN_COMPLETED,Mybinary
2026-01-12 01:05:40,diana@acme.com,SCAN_STARTED,Mybinary
2026-01-11 19:45:00,diana@acme.com,USER_LOGOUT,
2026-01-11 18:17:07,alice@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-11 18:06:04,alice@acme.com,SCAN_STARTED,elasticsearch
2026-01-11 17:33:00,bob@acme.com,USER_LOGOUT,
2026-01-11 17:05:00,alice@acme.com,USER_LOGOUT,
2026-01-11 16:04:00,bob@acme.com,REPORT_GENERATED,spring-framework
2026-01-11 09:35:00,alice@acme.com,USER_LOGIN,
2026-01-11 09:07:00,bob@acme.com,USER_LOGIN,
2026-01-11 08:31:00,diana@acme.com,USER_LOGIN,
2026-01-11 07:23:18,bob@acme.com,SCAN_STARTED,guava
2026-01-11 07:23:18,bob@acme.com,SCAN_COMPLETED,guava
2026-01-11 02:04:00,alice@acme.com,FINDING_STATUS_CHANGED,elasticsearch
2026-01-10 23:17:00,diana@acme.com,FINDING_STATUS_CHANGED,nifi
2026-01-10 21:41:19,bob@acme.com,SCAN_COMPLETED,Mybinary
2026-01-10 21:41:19,bob@acme.com,SCAN_STARTED,Mybinary
2026-01-10 20:23:00,eve@acme.com,USER_LOGOUT,
2026-01-10 18:46:03,charlie@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-10 18:33:20,charlie@acme.com,SCAN_STARTED,elasticsearch
2026-01-10 18:32:00,frank@acme.com,USER_LOGOUT,
2026-01-10 17:11:00,alice@acme.com,USER_LOGOUT,
2026-01-10 16:17:00,eve@acme.com,FINDING_STATUS_CHANGED,smob
2026-01-10 15:42:00,alice@acme.com,FINDING_STATUS_CHANGED,Mailtest
2026-01-10 09:24:00,frank@acme.com,USER_LOGIN,
2026-01-10 08:58:00,eve@acme.com,USER_LOGIN,
2026-01-10 08:28:00,alice@acme.com,USER_LOGIN,
2026-01-09 22:46:50,charlie@acme.com,SCAN_COMPLETED,Mybinary
2026-01-09 22:46:50,charlie@acme.com,SCAN_STARTED,Mybinary
2026-01-09 19:37:00,eve@acme.com,USER_LOGOUT,
2026-01-09 19:10:00,frank@acme.com,USER_LOGOUT,
2026-01-09 18:32:00,bob@acme.com,USER_LOGOUT,
2026-01-09 18:15:37,charlie@acme.com,SCAN_STARTED,Mybinary
2026-01-09 18:15:37,charlie@acme.com,SCAN_COMPLETED,Mybinary
2026-01-09 17:33:00,charlie@acme.com,USER_LOGOUT,
2026-01-09 17:05:00,alice@acme.com,USER_LOGOUT,
2026-01-09 15:32:58,alice@acme.com,SCAN_COMPLETED,nifi
2026-01-09 15:32:58,alice@acme.com,SCAN_STARTED,nifi
2026-01-09 15:07:00,alice@acme.com,FINDING_STATUS_CHANGED,Mailtest
2026-01-09 14:59:00,alice@acme.com,FINDING_STATUS_CHANGED,guava
2026-01-09 09:22:00,bob@acme.com,USER_LOGIN,
2026-01-09 08:54:00,eve@acme.com,USER_LOGIN,
2026-01-09 08:50:00,charlie@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-09 08:45:00,frank@acme.com,USER_LOGIN,
2026-01-09 08:42:00,alice@acme.com,USER_LOGIN,
2026-01-09 07:06:00,charlie@acme.com,USER_LOGIN,
2026-01-09 06:03:37,alice@acme.com,SCAN_COMPLETED,Mailtest
2026-01-09 06:03:37,alice@acme.com,SCAN_STARTED,Mailtest
2026-01-09 05:04:38,diana@acme.com,SCAN_STARTED,elasticsearch
2026-01-09 05:04:38,diana@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-09 03:17:00,bob@acme.com,FINDING_STATUS_CHANGED,smob
2026-01-08 22:18:00,frank@acme.com,FINDING_STATUS_CHANGED,Mybinary
2026-01-08 21:34:00,diana@acme.com,FINDING_STATUS_CHANGED,nifi
2026-01-08 20:41:06,frank@acme.com,SCAN_COMPLETED,spring-framework
2026-01-08 20:41:06,frank@acme.com,SCAN_STARTED,spring-framework
2026-01-08 20:02:00,charlie@acme.com,USER_LOGOUT,
2026-01-08 17:58:00,eve@acme.com,REPORT_GENERATED,nifi
2026-01-08 17:50:00,eve@acme.com,USER_LOGOUT,
2026-01-08 17:30:00,frank@acme.com,USER_LOGOUT,
2026-01-08 17:04:00,alice@acme.com,USER_LOGOUT,
2026-01-08 17:04:00,bob@acme.com,USER_LOGOUT,
2026-01-08 17:03:00,diana@acme.com,FINDING_STATUS_CHANGED,WebGoat
2026-01-08 15:07:00,bob@acme.com,FINDING_STATUS_CHANGED,nifi
2026-01-08 14:53:00,alice@acme.com,FINDING_STATUS_CHANGED,Mybinary
2026-01-08 13:12:22,charlie@acme.com,SCAN_COMPLETED,spring-framework
2026-01-08 13:02:00,frank@acme.com,FINDING_STATUS_CHANGED,elasticsearch
2026-01-08 12:57:03,charlie@acme.com,SCAN_STARTED,spring-framework
2026-01-08 09:42:00,eve@acme.com,USER_LOGIN,
2026-01-08 08:06:00,frank@acme.com,USER_LOGIN,
2026-01-08 07:58:00,alice@acme.com,USER_LOGIN,
2026-01-08 07:49:00,charlie@acme.com,USER_LOGIN,
2026-01-08 07:27:00,bob@acme.com,USER_LOGIN,
2026-01-08 07:17:00,bob@acme.com,FINDING_STATUS_CHANGED,WebGoat
2026-01-08 06:34:28,alice@acme.com,SCAN_COMPLETED,nifi
2026-01-08 06:34:28,alice@acme.com,SCAN_STARTED,nifi
2026-01-08 02:28:51,charlie@acme.com,SCAN_STARTED,Mybinary
2026-01-08 02:28:51,charlie@acme.com,SCAN_COMPLETED,Mybinary
2026-01-08 00:10:13,bob@acme.com,SCAN_COMPLETED,Mailtest
2026-01-08 00:06:09,eve@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-08 00:05:59,eve@acme.com,SCAN_STARTED,elasticsearch
2026-01-07 23:59:56,bob@acme.com,SCAN_STARTED,Mailtest
2026-01-07 20:56:00,alice@acme.com,USER_LOGOUT,
2026-01-07 19:44:00,eve@acme.com,USER_LOGOUT,
2026-01-07 19:23:00,eve@acme.com,FINDING_STATUS_CHANGED,WebGoat
2026-01-07 19:01:00,frank@acme.com,USER_LOGOUT,
2026-01-07 18:59:00,bob@acme.com,USER_LOGOUT,
2026-01-07 18:44:00,charlie@acme.com,USER_LOGOUT,
2026-01-07 18:18:00,diana@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-07 18:14:00,diana@acme.com,SCAN_STARTED,elasticsearch
2026-01-07 15:22:00,charlie@acme.com,REPORT_GENERATED,Mybinary
2026-01-07 14:14:00,bob@acme.com,FINDING_STATUS_CHANGED,Mailtest
2026-01-07 14:07:15,charlie@acme.com,SCAN_STARTED,WebGoat
2026-01-07 14:07:15,charlie@acme.com,SCAN_COMPLETED,WebGoat
2026-01-07 12:36:00,charlie@acme.com,REPORT_GENERATED,elasticsearch
2026-01-07 10:04:32,alice@acme.com,SCAN_STARTED,Mybinary
2026-01-07 10:04:32,alice@acme.com,SCAN_COMPLETED,Mybinary
2026-01-07 09:11:00,frank@acme.com,USER_LOGIN,
2026-01-07 09:08:00,alice@acme.com,USER_LOGIN,
2026-01-07 08:38:00,bob@acme.com,FINDING_STATUS_CHANGED,smob
2026-01-07 07:30:00,eve@acme.com,USER_LOGIN,
2026-01-07 07:14:00,charlie@acme.com,USER_LOGIN,
2026-01-07 07:07:00,bob@acme.com,USER_LOGIN,
2026-01-07 03:42:27,charlie@acme.com,SCAN_COMPLETED,Mailtest
2026-01-07 03:42:27,charlie@acme.com,SCAN_STARTED,Mailtest
2026-01-07 00:44:00,eve@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-06 23:44:12,bob@acme.com,SCAN_COMPLETED,spring-framework
2026-01-06 23:44:12,bob@acme.com,SCAN_STARTED,spring-framework
2026-01-06 19:52:00,eve@acme.com,USER_LOGOUT,
2026-01-06 19:23:00,bob@acme.com,USER_LOGOUT,
2026-01-06 19:17:00,alice@acme.com,USER_LOGOUT,
2026-01-06 18:53:00,diana@acme.com,USER_LOGOUT,
2026-01-06 18:06:00,charlie@acme.com,USER_LOGOUT,
2026-01-06 15:35:10,alice@acme.com,SCAN_STARTED,Mailtest
2026-01-06 15:35:10,alice@acme.com,SCAN_COMPLETED,Mailtest
2026-01-06 14:40:00,alice@acme.com,FINDING_STATUS_CHANGED,WebGoat
2026-01-06 11:56:53,charlie@acme.com,SCAN_STARTED,nifi
2026-01-06 11:56:53,charlie@acme.com,SCAN_COMPLETED,nifi
2026-01-06 10:26:00,charlie@acme.com,USER_LOGIN,
2026-01-06 09:52:00,alice@acme.com,USER_LOGIN,
2026-01-06 09:06:00,eve@acme.com,USER_LOGIN,
2026-01-06 08:21:00,charlie@acme.com,FINDING_STATUS_CHANGED,elasticsearch
2026-01-06 08:09:00,diana@acme.com,USER_LOGIN,
2026-01-06 08:00:00,bob@acme.com,USER_LOGIN,
2026-01-06 06:27:00,eve@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-06 05:34:49,alice@acme.com,SCAN_COMPLETED,Mybinary
2026-01-06 05:34:49,alice@acme.com,SCAN_STARTED,Mybinary
2026-01-06 05:16:00,alice@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-06 02:05:46,bob@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-06 02:05:46,bob@acme.com,SCAN_STARTED,elasticsearch
2026-01-05 20:19:53,diana@acme.com,SCAN_COMPLETED,guava
2026-01-05 20:19:53,diana@acme.com,SCAN_STARTED,guava
2026-01-05 19:33:00,bob@acme.com,USER_LOGOUT,
2026-01-05 19:26:00,alice@acme.com,USER_LOGOUT,
2026-01-05 18:48:00,eve@acme.com,USER_LOGOUT,
2026-01-05 18:22:00,diana@acme.com,USER_LOGOUT,
2026-01-05 17:09:00,charlie@acme.com,USER_LOGOUT,
2026-01-05 14:19:51,bob@acme.com,SCAN_COMPLETED,guava
2026-01-05 14:00:46,bob@acme.com,SCAN_STARTED,guava
2026-01-05 12:38:29,diana@acme.com,SCAN_COMPLETED,spring-framework
2026-01-05 12:38:29,diana@acme.com,SCAN_STARTED,spring-framework
2026-01-05 10:00:00,bob@acme.com,REPORT_GENERATED,guava
2026-01-05 09:29:00,diana@acme.com,USER_LOGIN,
2026-01-05 09:10:00,charlie@acme.com,USER_LOGIN,
2026-01-05 09:03:00,bob@acme.com,USER_LOGIN,
2026-01-05 08:03:00,alice@acme.com,USER_LOGIN,
2026-01-05 07:32:00,eve@acme.com,USER_LOGIN,
2026-01-05 04:37:00,diana@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-05 03:57:32,alice@acme.com,SCAN_COMPLETED,Mailtest
2026-01-05 03:43:56,alice@acme.com,SCAN_STARTED,Mailtest
2026-01-05 02:55:30,alice@acme.com,SCAN_COMPLETED,Mybinary
2026-01-05 02:48:03,alice@acme.com,SCAN_STARTED,Mybinary
2026-01-04 20:55:00,diana@acme.com,USER_LOGOUT,
2026-01-04 20:54:00,charlie@acme.com,FINDING_STATUS_CHANGED,elasticsearch
2026-01-04 20:29:09,charlie@acme.com,SCAN_STARTED,Mailtest
2026-01-04 20:29:09,charlie@acme.com,SCAN_COMPLETED,Mailtest
2026-01-04 20:04:00,charlie@acme.com,USER_LOGOUT,
2026-01-04 18:27:57,diana@acme.com,SCAN_STARTED,Mailtest
2026-01-04 18:27:57,diana@acme.com,SCAN_COMPLETED,Mailtest
2026-01-04 18:01:00,frank@acme.com,USER_LOGOUT,
2026-01-04 15:39:00,eve@acme.com,REPORT_GENERATED,WebGoat
2026-01-04 13:27:00,bob@acme.com,FINDING_STATUS_CHANGED,WebGoat
2026-01-04 10:57:00,alice@acme.com,REPORT_GENERATED,spring-framework
2026-01-04 09:37:00,diana@acme.com,USER_LOGIN,
2026-01-04 08:31:00,frank@acme.com,USER_LOGIN,
2026-01-04 07:48:00,charlie@acme.com,USER_LOGIN,
2026-01-03 20:14:00,diana@acme.com,USER_LOGOUT,
2026-01-03 20:07:00,charlie@acme.com,USER_LOGOUT,
2026-01-03 18:56:45,bob@acme.com,SCAN_COMPLETED,WebGoat
2026-01-03 18:56:45,bob@acme.com,SCAN_STARTED,WebGoat
2026-01-03 18:16:00,alice@acme.com,USER_LOGOUT,
2026-01-03 09:40:00,charlie@acme.com,USER_LOGIN,
2026-01-03 09:31:00,diana@acme.com,USER_LOGIN,
2026-01-03 07:50:00,alice@acme.com,USER_LOGIN,
2026-01-03 01:14:52,eve@acme.com,SCAN_STARTED,Mybinary
2026-01-03 01:14:52,eve@acme.com,SCAN_COMPLETED,Mybinary
2026-01-02 20:55:00,bob@acme.com,USER_LOGOUT,
2026-01-02 20:05:00,diana@acme.com,USER_LOGOUT,
2026-01-02 19:35:00,charlie@acme.com,USER_LOGOUT,
2026-01-02 19:26:00,eve@acme.com,USER_LOGOUT,
2026-01-02 18:12:00,alice@acme.com,USER_LOGOUT,
2026-01-02 15:25:00,charlie@acme.com,REPORT_GENERATED,Mailtest
2026-01-02 14:05:00,charlie@acme.com,FINDING_STATUS_CHANGED,spring-framework
2026-01-02 12:43:00,bob@acme.com,FINDING_STATUS_CHANGED,Mybinary
2026-01-02 12:21:52,bob@acme.com,SCAN_ERROR,elasticsearch
2026-01-02 12:17:29,bob@acme.com,SCAN_STARTED,elasticsearch
2026-01-02 12:05:35,diana@acme.com,SCAN_COMPLETED,spring-framework
2026-01-02 12:05:35,diana@acme.com,SCAN_STARTED,spring-framework
2026-01-02 09:59:00,charlie@acme.com,FINDING_STATUS_CHANGED,nifi
2026-01-02 09:04:00,diana@acme.com,USER_LOGIN,
2026-01-02 08:53:00,charlie@acme.com,USER_LOGIN,
2026-01-02 08:44:59,bob@acme.com,SCAN_STARTED,WebGoat
2026-01-02 08:44:59,bob@acme.com,SCAN_COMPLETED,WebGoat
2026-01-02 08:35:00,alice@acme.com,USER_LOGIN,
2026-01-02 08:13:00,bob@acme.com,USER_LOGIN,
2026-01-02 07:26:00,eve@acme.com,USER_LOGIN,
2026-01-02 05:33:07,diana@acme.com,SCAN_ERROR,guava
2026-01-02 05:29:24,diana@acme.com,SCAN_STARTED,guava
2026-01-02 02:02:42,diana@acme.com,SCAN_COMPLETED,WebGoat
2026-01-02 02:02:42,diana@acme.com,SCAN_STARTED,WebGoat
2026-01-01 22:45:55,bob@acme.com,SCAN_COMPLETED,Mailtest
2026-01-01 22:34:26,bob@acme.com,SCAN_STARTED,Mailtest
2026-01-01 20:23:00,diana@acme.com,USER_LOGOUT,
2026-01-01 20:18:00,bob@acme.com,USER_LOGOUT,
2026-01-01 19:22:00,alice@acme.com,USER_LOGOUT,
2026-01-01 17:58:00,eve@acme.com,USER_LOGOUT,
2026-01-01 17:13:00,charlie@acme.com,USER_LOGOUT,
2026-01-01 11:38:16,charlie@acme.com,SCAN_COMPLETED,elasticsearch
2026-01-01 11:38:16,charlie@acme.com,SCAN_STARTED,elasticsearch
2026-01-01 10:47:00,bob@acme.com,USER_LOGIN,
2026-01-01 10:23:00,alice@acme.com,USER_LOGIN,
2026-01-01 10:19:35,alice@acme.com,SCAN_ERROR,elasticsearch
2026-01-01 10:17:09,alice@acme.com,SCAN_STARTED,elasticsearch
2026-01-01 09:40:00,frank@acme.com,REPORT_GENERATED,spring-framework
2026-01-01 09:25:00,diana@acme.com,USER_LOGIN,
2026-01-01 09:19:00,charlie@acme.com,USER_LOGIN,
2026-01-01 08:31:00,eve@acme.com,USER_LOGIN,
2026-01-01 07:19:06,alice@acme.com,SCAN_COMPLETED,guava
2026-01-01 07:14:08,alice@acme.com,SCAN_STARTED,guava
2026-01-01 02:13:14,charlie@acme.com,SCAN_COMPLETED,smob
2026-01-01 02:13:14,charlie@acme.com,SCAN_STARTED,smob
